Doctor ID,Doctor Name,Education,Speciality,Experience,Adress,Location,,,,,,,,,,,,,,,,,,,,,
4268,Dr. Sabina Yasmin,"['MBBS', 'BCS', 'MCPS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,17,Specialized Medical Care (SMC) Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
4269,Dr. Julia Rahman,"['MBBS', 'DGO']",GYNECOLOGIST & OBSTETRICIAN,17,Specialized Medical Care (SMC) Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
4270,Dr. S. M. Tanzil Ul Alam,"['MBBS', 'BCS', 'MS']",OTOLARYNGOLOGISTS (ENT),13,Specialized Medical Care (SMC) Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
4271,Dr. Md. Sabbir Hossain,"['MBBS', 'BCS', 'FCPS', 'MS']",NEUROSURGEON,14,Specialized Medical Care (SMC) Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
4272,Dr. Nusrat Islam,"['MBBS', 'DGO', 'CMU']",GYNECOLOGIST & OBSTETRICIAN,11,Specialized Medical Care (SMC) Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
4273,Dr. Md. Nahidul Haque Jilani,"['MBBS', 'MS']",ORTHOPEDIC SURGEON,15,Specialized Medical Care (SMC) Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
4274,Prof. Dr. Mahbuba Akter Banu,"['MBBS', 'MCPS', 'DGO', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,24,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4275,Dr. Anup Mostofa,"['MBBS', 'BCS', 'MS', 'MRCS (SURGERY)']",ORTHOPEDIST,16,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4276,Dr. Muhammad Ishtiaque Asif Khan,"['MBBS', 'BCS', 'CCD', 'FCPS']",ORTHOPEDIST,16,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4277,Prof. Dr. Lutfar Rahman Khan,"['MBBS', 'BCS', 'MS']",ORTHOPEDIC SURGEON,23,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4278,Dr. Alamgir Hossain,"['MBBS', 'BCS', 'MD']",NEUROLOGIST,16,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4279,Dr. Gurudas Mondol,"['MBBS', 'MD']",NEUROLOGIST,20,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4280,Dr. Anamika Deb,"['MBBS', 'BCS', 'FCPS', 'DM', 'TVS ULTRASONOGRAM']",GYNECOLOGIST & OBSTETRICIAN,15,Specialized Medical Care (SMC) Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
4281,Dr. Mahfuzur Rahman,"['MBBS', 'BCS', 'MS']",ORTHOPEDIST,15,Specialized Medical Care (SMC) Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
4282,Dr. Abdul Latif Molla,"['MBBS', 'MD']",CARDIOLOGIST,20,Specialized Medical Care (SMC) Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
4283,Asst. Prof. Dr. Md. Shahadat Hossain,"['MBBS', 'BCS', 'FCPS', 'MD', 'FCPS', 'ECFMG CERTIFIED (AMERICA)']",NEUROMEDICINE SPECIALIST,20,Specialized Medical Care (SMC) Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
4284,Dr. Anwarul Kabir Khan,"['MBBS', 'BCS', 'MS']",ORTHOPEDIST,15,Specialized Medical Care (SMC) Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
4285,Asst. Prof. Dr. Samsun Nahar,"['MBBS', 'FCPS']",GENERAL SURGEON,20,Specialized Medical Care (SMC) Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
4286,Dr. A. K. M. Mahbubul Alam,"['MBBS', 'FCPS']",PEDIATRICIAN,30,Specialized Medical Care (SMC) Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
4287,Dr. Md. Sajjadur Rahman,"['MBBS', 'BCS', 'MD']",CARDIOLOGIST,17,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4288,Dr. Farjana Sharmin Mitul,"['MBBS', 'BCS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,15,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4289,Dr. Chalontika Rani,"['MBBS', 'BCS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,16,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4290,Dr. Atiqur Rahman,"['MBBS', 'MD']",DERMATOLOGIST,20,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4291,Dr. Ishrat Bhuiyan,"['MBBS', 'BCS', 'DDV', 'FCPS', 'FRCP', 'MACP']",DERMATOLOGIST,18,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4292,Prof Dr. A. T. M. Atikur Rahman,"['MBBS', 'FCPS', 'FRCP', 'MD']",PEDIATRICIAN,23,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4293,Dr. Md. Mahfuzur Rahman,"['MBBS', 'DCH', 'MD']",PEDIATRICIAN,17,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4294,Dr. Mahmudul Hoque Chowdhury,"['MBBS', 'DCH', 'MPH']",PEDIATRICIAN,18,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4295,Dr. Md. Sirajul Islam,"['MBBS', 'DD (THAILAND-JAPAN)']",DERMATOLOGIST,21,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4296,Dr. Biswas Abul Hasan,"['MBBS', 'BCS', 'MCPS', 'FCPS']",PSYCHIATRIST,19,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4297,Dr. Md. Ashiqur Rahman Azad,"['MBBS', 'BCS', 'DLO']",OTOLARYNGOLOGISTS (ENT),16,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4298,Dr. Md. Saiful Islam Alin,"['MBBS', 'MD']",HEPATOLOGIST,16,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4299,Dr. Faisal Ahmed,"['MBBS', 'MD']",HEPATOLOGIST,15,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4300,Asst. Prof. Dr. Md. Ahamedur Reza,"['MBBS', 'FCPS']",PHYSICAL MEDICINE,20,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4301,Asso. Prof. Dr. Syed Israr Kamal,"['MBBS', 'MS', 'FELLOW APOA (TRAUMA)']",ORTHOPEDIST,22,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4302,Dr. Md. Sazzad Hossain (Shawon),"['MBBS', 'BCS', 'MS', 'AO TRAUMA', 'APSS (SPINE)', 'APOA FELLOWSHIP (INDIA)', 'JOINT REPLACE SURGERY FELLOWSHIP (INDIA)']",ORTHOPEDIC SURGEON,15,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4303,Dr. Gopal Verma,"['MBBS', 'MS', 'FCPS', 'AO FELLOW (SWITZERLAND)']",ORTHOPEDIST,15,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4304,Asst Prof. Dr. Bijon Saha,"['MBBS', 'D. ORTHO (BSMMU)']",ORTHOPEDIST,20,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4305,Dr. Mohammad Sohel Khan,"['MBBS', 'BCS', 'FCPS', 'FCPS']",ENDOCRINOLOGIST,15,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4306,Asst. Prof. Dr. Hasan Mahmud,"['MBBS', 'BCS', 'MD', 'CCD']",NEPHROLOGIST,20,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4307,Asso. Prof. Dr. Md. Shariful Haque,"['MBBS', 'BCS', 'MD', 'CCD']",NEPHROLOGIST,22,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4308,Asso. Prof. DR. A K M Tariqul Hassan,"['MBBS', 'CCD', 'MD', ' DMC)', 'MACP']",NEPHROLOGIST,22,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4309,Asst. Prof. Dr. Ahsan Mohammed Hafiz,"['MBBS', 'MS', ' BSMMU)']",NEUROSURGEON,20,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4310,Dr. Md Sumon Hossain,"['BDS', 'PGT', 'CPR (DMC)']",DENTIST,12,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4311,Nusrat Jahan,"['BSC', 'MS', 'MPH']",NUTRITIONIST,10,Ibn Sina Diagnostic & Consultation Centre | Keraniganj,Dhaka,,,,,,,,,,,,,,,,,,,,,
4312,Dr. Twaiba Akhter,"['MBBS', 'BCS', 'MCPS', 'FCPS']",DERMATOLOGIST,15,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4313,PT. Md. Mosharraf Hossain,['BSPT'],PHYSIOTHERAPIST,20,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4314,Prof. Dr. Muhammad Ataul Haqq,"['MBBS', 'BCS', 'MD', 'MD']",PEDIATRIC CARDIOLOGIST,24,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4315,Dr. Quazi Mamtaz Uddin Ahmed,"['MBBS', 'MD', 'FCPS']",MEDICINE SPECIALIST,19,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4316,Dr. Sarmistha Biswas,"['MBBS', 'FCPS', 'FACP']",MEDICINE SPECIALIST,19,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4317,Dr. Tanvir Mostafa,"['MBBS', 'BCS', 'FCPS']",MEDICINE SPECIALIST,15,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4318,Dr. Kazi Ismail Hossain,"['MBBS', 'BCS', 'FCPS', 'MD']",MEDICINE SPECIALIST,19,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4319,Dr. Md. Bodrul Alam,"['MBBS', 'BCS', 'FCPS']",MEDICINE SPECIALIST,15,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4320,Dr. Md. Asaduzzaman Patwary,"['MBBS', 'BCS', 'CCD', 'FCPS']",MEDICINE SPECIALIST,17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4321,Dr. Sami Nazrul Islam,"['MBBS', 'MD']",CARDIOLOGIST,17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4322,Prof. Dr. Anisur Rahman Khan,"['MBBS', 'MD']",CARDIOLOGIST,23,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4323,Dr. Md. Kamruzzaman,"['MBBS', 'BCS', 'MD']",CARDIOLOGIST,17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4324,Dr. Fauzia Khan,"['MBBS', 'MD']",CARDIOLOGIST,14,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4325,Dr. Rahatul Quadir,"['MBBS', 'BCS', 'MD']",CARDIOLOGIST,17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4326,Dr. Iftequar Alam,"['MBBS', 'D-CARD', 'MD']",CARDIOLOGIST,16,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4327,Dr. Nasir Uddin,"['MBBS', 'BCS', 'MD']",CARDIOLOGIST,17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4328,Dr. Mohammad Jane Alam,"['MBBS', 'BCS', 'FCPS', 'MCPS', 'MD']",GASTROENTEROLOGIST,17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4329,Prof. Dr. A. B. M. Khorshed Alam,"['MBBS', 'FCPS']",OTOLARYNGOLOGISTS (ENT),23,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4330,Dr. Md. Baha Uddin,"['MBBS', 'FCPS', 'DLO']",OTOLARYNGOLOGISTS (ENT),17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4331,Prof. Dr. Md. Zakaria Sarker,"['MBBS', 'BCS', 'DLO', 'MS']",OTOLARYNGOLOGISTS (ENT),19,Popular Diagnostic Centre Ltd. | Shyamoli,Dhaka,,,,,,,,,,,,,,,,,,,,,
4332,Dr. Saad Sultan,"['MBBS', 'FCPS']",OTOLARYNGOLOGISTS (ENT),16,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4333,Assoc. Prof. Dr. Md. Shariful Islam Bhuiya,"['MBBS', 'DO', 'MS', 'ICO (UK)']",OPHTHALMOLOGIST,18,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4334,Dr. Md. Shahidul Islam Khan,"['MBBS', 'MS']",ORTHOPEDIC SURGEON,16,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4335,Dr. Md. Rashedul Islam,"['MBBS', 'BCS', 'FCPS', 'MS', 'FAGS (USA)']",ORTHOPEDIC SURGEON,17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4336,Prof. Dr. Fakhrul Amin Khan,"['MBBS', 'MS']",ORTHOPEDIC SURGEON,23,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4337,Dr. Ayesha Siddika Purabi,"['MBBS', 'FCPS', 'MS']",GYNECOLOGIST & OBSTETRICIAN,16,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4338,Dr. Syeda Zakia Rahman,"['MBBS', 'BCS', 'MCPS', 'DGO']",GYNECOLOGIST & OBSTETRICIAN,16,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4339,Dr. Nargish Khanam,"['MBBS', 'BCS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4340,Dr. Kazi Taslima,"['MBBS', 'BCS', 'MCPS', 'FCPS', 'MRCOG (FINAL', ' LONDON)', 'CMU', 'DM']",GYNECOLOGIST & OBSTETRICIAN,16,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4341,Dr. Shamima Haider,"['MBBS', 'MS']",GYNECOLOGIST & OBSTETRICIAN,16,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4342,Dr. Sharmin Nahar,"['MBBS', 'BCS', 'FCPS', 'MCPS']",GYNECOLOGIST & OBSTETRICIAN,14,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4343,Dr. Monirul Islam,"['MBBS', 'MD']",PSYCHIATRIST,16,Comfort Diagnostic Center (Pvt.) Ltd | Dhanmondi,Dhaka,,,,,,,,,,,,,,,,,,,,,
4344,Prof. Dr. Md. Akram Hossain,"['MBBS', 'MD']",DERMATOLOGIST,23,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4345,Dr. Afsana Nahid,"['MBBS', 'DDV', 'FCPS']",DERMATOLOGIST,16,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4346,Dr. Tamanna Mustary,"['MBBS', 'MD']",DERMATOLOGIST,17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4347,Dr. Md. Alauddin Khan,"['MBBS', 'MCPS', 'FCPS']",DERMATOLOGIST,15,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4348,Prof. Dr. Bashir Ahmed,"['MBBS', 'BCS', 'DTCD', 'FCCP']",PULMONOLOGIST,30,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4349,Asso. Prof. Dr. Md. Abdullahel Kafee,"['MBBS', 'FCPS', 'MD']",PULMONOLOGIST,22,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4350,Asst. Prof. Dr. Motiul Hossain,"['MBBS', 'FCPS']",DERMATOLOGIST,20,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4351,Asst. Prof. Dr. Nahid-E-Subha,"['MBBS', 'DCH', 'FCPS', 'FCPS']",PEDIATRIC GASTROENTEROLOGIST,20,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4352,Dr. A S M Shahoriar,"['MBBS', 'DCH']",PEDIATRICIAN,15,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4353,Asso. Prof. Dr. Olia Sharmin,"['MBBS', 'DCH', 'FCPS', 'MD']",PEDIATRIC HEMATOLOGIST & ONCOLOGIST,22,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4354,Asst. Prof. Nazmun Laila,"['MBBS', 'MD']",CARDIOLOGIST,20,Uttara Crescent Hospital & Diagnostic Center,Dhaka,,,,,,,,,,,,,,,,,,,,,
4355,Prof. Dr. Liakat Hossain Tapan,"['MBBS', 'BCS', 'D. CARD', 'MS']",CARDIOLOGIST,25,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4356,Prof. Dr. Umme Salma Khan,"['MBBS', 'MD', 'FSCAI', 'FELLOWSHIP & TRAINED IN INTERVENTIONAL CARDIOLOGY']",CARDIOLOGIST,25,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4357,Dr. Farhana Rashid Shumi,"['MBBS', 'DDV', 'FCPS']",DERMATOLOGIST,15,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4358,Dr. Ferdous Alam,"['MBBS', 'FCPS', 'MRCS']",GENERAL SURGEON,19,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4359,Dr. Nabila Anjuman,"['MBBS', 'BCS', 'MRCS', 'FCPS']",GENERAL SURGEON,15,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4360,Dr. A. K. M. Al Masud,"['MBBS', 'BCS', 'FCPS']",GENERAL SURGEON,16,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4361,Dr. A. Latif,"['MBBS', 'MD', 'CCD']",NEPHROLOGIST,17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4362,Asso. Prof. Dr. Abdullah Al Faruk,"['MBBS', 'FCPS']",MEDICINE SPECIALIST,22,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4363,Dr. Sharif Qamar Uddin,"['MBBS', 'MD', 'MACP']",NEPHROLOGIST,16,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4364,Dr. Md. Burhan Uddin,"['MBBS', 'DTCD (UK) D.CARD (AUSTRIA) DTM & H (ENGLAND)', 'FRSTM & H (LONDON)']",RESPIRATORY SPECIALIST,17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4365,Dr. M. M. Mortayez Amin,"['MBBS', 'MPH', 'MS']",RESPIRATORY SPECIALIST,16,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4366,Dr. Md. Golam Nobi,"['MBBS', 'FCPS']",PHYSICAL MEDICINE,16,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4367,Dr. S. M. Mazharul Islam,"['MBBS', 'MD']",PHYSICAL MEDICINE,16,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4368,Dr. Mohammmad Hossain,"['MBBS', 'FCPS']",PHYSICAL MEDICINE,16,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4369,Dr. Md. Amirul Islam,"['MBBS', 'BCS', 'MS']",UROLOGIST,17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4370,Dr. Madhabi Karmakar,"['MBBS', 'FCPS']",MEDICINE SPECIALIST,16,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4371,Dr. Mohammad Amuddin,"['MBBS', 'BCS', 'PGT', 'CCD']",MEDICINE SPECIALIST,17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4372,Dr. Md. Tafazzal Hossain,['MBBS'],FAMILY MEDICINE SPECIALIST,20,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4373,Dr. Md. Abdul Gaffer Saurav,"['BDS', 'DDS', 'MCPS']",DENTIST,19,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4374,Dr. Neelima Sharmin Noor,"['BDS', 'PGT', 'DDS']",DENTIST,14,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4375,Dr. Md. Fakhrul Islam,"['BDS', 'PGT']",DENTIST,13,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4376,Dr. Hashmi Sina,"['MBBS', 'MRCP', 'MD']",NEUROLOGIST,17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4377,Dr. Md. Masud Rana,"['MBBS', 'MD', 'FCPS']",NEUROLOGIST,16,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
4378,Asst. Prof. Dr. Mahammad Mahfuzul Haque Raihan,"['MBBS', 'FCPS', 'BCS', 'FACP']",MEDICINE SPECIALIST,20,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
4379,Dr. S. M. Mohiuddin,"['MBBS', 'BCS', 'MD']",ENDOCRINOLOGIST,16,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4380,Dr. C. M. Mosabber Rahman,"['MBBS', 'BCS', 'MS']",VASCULAR SURGEON,17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4381,Dr. Rashed Mahmud,"['MBBS', 'BCS', 'MS']",NEUROSURGEON,17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4382,Dr. Hasna Hena,"['MBBS', 'BCS', 'DCH', 'FCPS']",PEDIATRICIAN,17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4383,Dr. Murshida Akhter,"['MBBS', 'BCS', 'FCPS', 'MD']",PEDIATRICIAN,16,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4384,Dr. Md. Atiqul Islam,"['MBBS', 'DCH', 'MCPS', 'MD']",PEDIATRICIAN,17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4385,Dr. Bodhrun Naher,"['MBBS', 'BCS', 'MCPS', 'FCPS']",PEDIATRICIAN,16,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4386,Prof. Dr. Md. Abdullah Al Faruk,"['MBBS', 'MD']",PEDIATRICIAN,22,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4387,Dr. Farhana Ahmed Shoroni,"['MBBS', 'MPH', 'FCPS']",PEDIATRICIAN,16,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4388,Dr. Nurunnahar Happy,"['MBBS', 'FCPS']",PLASTIC SURGEON,17,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4389,Dr. Ayesha Hanna,"['MBBS', 'BCS', 'FCPS']",PLASTIC SURGEON,18,Ibn Sina Diagnostic Center | Lalbagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
4390,Dr. Tareen Ahmed,"['MBBS', 'DEM']",ENDOCRINOLOGIST,15,Bangladesh Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
4391,Asst. Prof. Dr. Nasrin Sultana Beauty,"['MBBS', 'MS', 'MRCP']",GYNECOLOGISTS,20,Popular Diagnostic Centre Ltd. | Uttara (Garib-E-Newaz Branch),Dhaka,,,,,,,,,,,,,,,,,,,,,
